3.420110547023638148e-01 7.451879297713442929e-01 8.820939870962550833e-01
8.135685900645672763e-01 3.362368533580503138e-01 3.982087234997300218e-02
9.725756763920541115e-01 5.230394436519276713e-01 9.364039272658629676e-01
5.403921727149703091e-01 7.331083438185839185e-01 5.317574562192747267e-01
1.350973354531667114e-01 1.085746058057823760e-01 9.209628864320136277e-01
8.732037129904535178e-01 4.010031251317107692e-01 4.044903332213193314e-01
8.698717449115392908e-01 3.450286816863090689e-02 6.563437245801221342e-01
3.629524667358206003e-01 8.850190378937954350e-01 4.398914576888508510e-01
4.573355792905268169e-01 9.056808741936611673e-01 4.856812666134104894e-01
5.823678169945344374e-01 8.387940961511696214e-01 5.420571905698152726e-01
5.849487191934098496e-01 1.618993247424789228e-01 4.451628495342824232e-01
6.353662733399786378e-01 1.175251660795640918e-01 2.836439981087772733e-01
7.334625869841293611e-01 8.137452829484540517e-01 6.731597231903019285e-02
6.116979186849554884e-01 6.483857582461863833e-01 5.490425633626310198e-01
2.145775233728521858e-01 4.480907905095314891e-01 3.738562566318318625e-01
3.831520755133407397e-01 7.629788923300240278e-02 2.640536003506666063e-01
4.264114671433061332e-02 1.295451997567839131e-01 5.297330598271264845e-01
1.432861778992102764e-01 6.101482468025077877e-01 5.590846177526168637e-01
2.691016857492810610e-01 9.782631375815098451e-01 6.027719950952822314e-01
9.969774399923140296e-01 8.784150939862165330e-01 3.347993496347920761e-01
2.737488118969333417e-02 8.388513875299706823e-01 3.121287337219111890e-01
4.201890750057311053e-01 3.485722877144966647e-01 8.772818641599792189e-01
3.221347699974310697e-01 4.431202903267559279e-01 7.834356373484996361e-01
1.826612059473989857e-01 5.860625617467821735e-01 6.345284732877787270e-01
3.514353237953994347e-01 4.936491972874357259e-02 7.297056508518681150e-01
9.056547081380591502e-01 9.233450618037686297e-02 7.556904324809021745e-02
1.393196597908064049e-02 7.261861215896631139e-01 6.528916576616418110e-01
7.055228545190337375e-01 2.966670950168746046e-01 5.996627139631733883e-01
8.151957485991792041e-01 6.729051795192194652e-01 3.149233446887755861e-01
2.110610534309387276e-03 1.483951717850605645e-01 7.768997104156150080e-01
5.323781456961690361e-01 6.907213504872179444e-01 8.743064773815167889e-01
2.155782612382065588e-01 3.135862416859966917e-01 7.092486143041765168e-02
7.677685889955543352e-01 8.926178160731622624e-01 9.119203183070950791e-01
5.091362603163149814e-01 2.962771870072575808e-01 1.297785629916617944e-01
2.948681965673045635e-01 2.066206632563168943e-01 1.908249590270013618e-01
6.382607610259420916e-01 6.301426648176057244e-01 2.591517103335825301e-01
3.421809711831657053e-01 5.590259861521162943e-01 7.948836744874017146e-01
2.437818691432842577e-01 4.538957640590131071e-01 7.305803693441403901e-02
1.566861779013134504e-01 7.580615028680691703e-01 5.665320971008761530e-01
7.755387981883399284e-02 2.260544556183130549e-01 4.306478256074151023e-01
6.800637277700707362e-01 1.634588024102254789e-01 2.386235306322637140e-02
1.602501602684310855e-01 5.666421836331417827e-01 7.887497970110068923e-01
3.661628342254030777e-02 6.150768198795840691e-01 7.077977115377445116e-01
2.442256285631851931e-01 6.752848277038823177e-01 8.860229402271764254e-01
4.778479842987759518e-01 4.396116893105281864e-01 9.224652673289390759e-01
8.687591592588661538e-01 4.991870134827811611e-01 3.773165578888637572e-02
8.814021085113531440e-01 9.958346210303228307e-01 2.442166987611412710e-01
